value,variable,year,country,continent,mean_GDPPP,change_bii,change_gdp
0.916643679141998,bii,1980,Mali,Africa,651.09281085,0.4736239839516137,2.7151324972311364
0.621707320213318,bii,1980,Eritrea,Africa,523.0049913,-0.2444988242729314,2.5421552367365328
0.780402481555939,bii,1980,Kenya,Africa,1355.0813235,-0.3235966812649351,8.843046080819386
0.638132214546204,bii,1980,Madagascar,Africa,1229.160303,-1.4655438524670876,-25.342356015168207
0.946876764297485,bii,1980,Zimbabwe,Africa,747.5061734999999,0.051449235337381334,0.6776315743233262
0.765459656715393,bii,1980,Angola,Africa,2593.5809915,0.2641929233708776,-38.84459427193748
0.86238294839859,bii,1980,Cameroon,Africa,2485.3237440000003,-1.2757928721899747,43.346320680257165
0.83657294511795,bii,1980,Gabon,Africa,13488.88519,0.5647745695172114,-18.61300934561663
0.888331174850464,bii,1980,Equatorial Guinea,Africa,947.3610788,-0.8378637110160265,16.170844435229572
0.799770891666412,bii,1980,Chad,Africa,875.1471148,-0.4122840442535551,-21.795144032741355
0.524815797805786,bii,1980,New Zealand,Oceania,18319.800844999998,-5.4416529132949645,13.506443009562144
0.821600377559662,bii,1980,Brazil,Americas,7418.965848,-2.8685971933282834,27.409824304786465
0.880043685436249,bii,1980,Chile,Americas,5321.364745999999,-1.2357601517971852,3.823522723928945
0.706181406974792,bii,1980,Colombia,Americas,4650.3973795,-1.503417106465821,31.35847624633067
0.837104380130768,bii,1980,Ecuador,Americas,6847.78413,-3.9606547449147085,14.505523831223922
0.705182552337646,bii,1980,Nicaragua,Americas,3213.1612655,-1.3027437186550699,-36.8418177582066
0.700105726718903,bii,1980,China,Asia,1170.66269925,-5.774672326260266,65.09860970031907
0.836031019687653,bii,1980,Myanmar,Asia,404.5,0.1508087880802721,11.126373626373626
0.374573200941086,bii,1980,Singapore,Asia,17015.345965,-4.567376758905777,71.80410467820204
0.737084209918976,bii,1980,Thailand,Asia,2687.936777,-9.295464414179193,54.231664353917154
1,bii,1980,Bahrain,Asia,18867.585685,0,0.3361212090576114
1,bii,1980,Jordan,Asia,4305.0479355,0,73.47844548079564
0.611962020397186,bii,1980,Poland,Europe,8766.941088,3.374563601467566,0.10981510167447317
0.95314747095108,bii,1980,Finland,Europe,19837.08492,1.8915341100314702,32.40480011727611
0.358173668384552,bii,1980,Ireland,Europe,13245.593965,2.666912236178528,28.089657660064454
0.667806506156921,bii,1980,Austria,Europe,22642.454845,3.1569205176033033,24.371344143599895
0.533545792102814,bii,1980,Switzerland,Europe,29339.709855,7.757365828948372,8.309767272280117
0.567844688892365,bii,1980,Netherlands,Europe,22525.392034999997,4.152430259049137,12.616247920419362
0.510301291942596,bii,1980,Nigeria,Africa,1481.0016565,-1.2820801083870872,-19.518229438111753
0.510038197040558,bii,1980,Mauritius,Africa,4235.812321,0.993420159686639,34.75970650829402
0.948527038097382,bii,1980,Sao Tome and Principe,Africa,1703.371787,-0.3443501199319858,4.164339075581606
0.768149852752686,bii,1980,Namibia,Africa,3942.415924,0.02097058576554282,3.4406381109434605
0.914611101150513,bii,1980,Canada,Americas,24762.653585,-0.10978750568060015,20.61264870574266
0.738556921482086,bii,1980,Honduras,Americas,3072.4287464999998,-2.4883899844591504,7.1830361234896065
0.599822402000427,bii,1980,Guinea,Africa,831.41141475,-0.7453652370538197,2.8750378487305825
0.687491178512573,bii,1980,Togo,Africa,1273.389657,-1.0055998641875379,-19.97393302203578
0.475049406290054,bii,1980,Puerto Rico,Americas,11306.165529999998,5.853627794775846,19.68270186000719
0.832101225852966,bii,1980,Djibouti,Africa,2879.7853175,0.14496273852172542,-15.000099364321972
0.837269842624664,bii,1980,Japan,Asia,20880.0238,0.7048161468874906,33.039696240874974
0.3591687977314,bii,1980,Bangladesh,Asia,714.48063455,-1.2056128586680939,10.762672793864775
0.616627752780914,bii,1980,South Africa,Africa,8197.044813,-0.7160904318491664,3.7954428525661807
0.790575802326202,bii,1980,Nepal,Asia,747.0027724,-3.877793840426749,9.139084181609666
0.800254762172699,bii,1980,Indonesia,Asia,1632.6149745,-0.6738338685801043,30.93339097386547
1,bii,1980,Kuwait,Asia,29736.232855000002,0,-64.72849405049467
0.674521923065186,bii,1980,Bulgaria,Europe,8232.0232355,-1.0966191799458873,15.864558072461431
0.808658301830292,bii,1980,Paraguay,Americas,4128.6896495,-3.14020681265199,43.06639551025304
0.611939907073975,bii,1980,Germany,Europe,23335.3592,2.4111485244988513,21.131084253288368
0.422437310218811,bii,1980,El Salvador,Americas,4119.393136000001,-9.767420720173991,-14.705014488068159
0.702004075050354,bii,1980,Jamaica,Americas,6209.6444225,-0.7035756976192804,-11.820406060026945
0.761734962463379,bii,1980,Afghanistan,Asia,915.2036918,0.03801193211452808,19.940634385334402
0.623703956604004,bii,1980,India,Asia,916.11810665,-2.166498266272221,19.179923640365384
0.741163909435272,bii,1980,Sri Lanka,Asia,1762.423308,-1.710651965527393,37.572643160566415
0.901316940784454,bii,1980,Pakistan,Asia,1574.0582075,-1.6008164191719214,41.43370063280534
0.683685898780823,bii,1980,Philippines,Asia,2396.45438,-8.414512197030408,9.864130057618583
0.949936628341675,bii,1980,Israel,Asia,16244.75453,-0.737241524967401,24.511640873060077
0.633682608604431,bii,1980,Lebanon,Asia,6508.8054250000005,1.5127179854718251,-19.37603491958462
1,bii,1980,Oman,Asia,15535.00707,0,38.295580881740435
0.688149094581604,bii,1980,Albania,Europe,3684.9067285,1.1699734448258896,7.644679888575645
0.625544905662537,bii,1980,Spain,Europe,14845.576550000002,0.8781818496397498,24.35734794432061
0.642822802066803,bii,1980,Greece,Europe,15694.47464,-0.7475424500540226,16.599319068757342
0.509985744953156,bii,1980,Serbia,Europe,15525.985605,2.257693387223823,32.120659580795504
